complaint_text,category,urgency
"This is urgent. Instead of a phone, I got a pair of headphones. Please resolve this ASAP. It's quite frustrating.",Wrong Item,high
Faced an issue: The login page won’t load at all. Kindly look into it soon.,Login Trouble,low
The resolution time is way too long for such a basic issue. It's quite frustrating.,Service Issue,high
My package is marked as shipped but hasn’t arrived for over a week. I need immediate assistance. It's very urgent.,Delivery Delay,low
The login page won’t load at all. I need immediate assistance. It's very urgent.,Login Trouble,low
Faced an issue: This is urgent. My issue hasn’t been resolved for over a month. Please resolve this ASAP.,Customer Support,high
Faced an issue: Technical support hasn’t resolved my issue after multiple attempts. Kindly look into it soon.,Technical Issue,high
"This is urgent. Instead of a phone, I got a pair of headphones. Please resolve this ASAP. It's quite frustrating.",Wrong Item,low
Having trouble because it looks like the product was previously used. kindly look into it soon.,Product Damage,low
I was charged twice for the same transaction.,Payment Issue,low
"Faced an issue: This is urgent. Every time I open the app, it crashes unexpectedly. Please resolve this ASAP.",Technical Issue,medium
This is urgent. Technical support hasn’t resolved my issue after multiple attempts. Please resolve this ASAP.,Technical Issue,high
Faced an issue: The item arrived broken and unusable.,Product Damage,medium
Having trouble because the box contained something completely unrelated.,Wrong Item,low
It seems like this is urgent. my account was suspended without any notification. please resolve this asap.,Account Issue,high
"Every time I reach out, I get a different answer. Kindly look into it soon.",Service Issue,low
Having trouble because this is urgent. i waited the whole day but the delivery never happened. please resolve this asap.,Delivery Delay,medium
Having trouble because this is urgent. i keep getting logged out every few minutes. please resolve this asap.,Login Trouble,high
Faced an issue: The login page won’t load at all. Kindly look into it soon.,Login Trouble,high
This is urgent. The app closes automatically after I open it. Please resolve this ASAP.,App Bug,medium
It seems like push notifications are not working properly. i need immediate assistance. it's very urgent.,App Bug,medium
The representative was rude and unhelpful. Kindly look into it soon. It's quite frustrating.,Service Issue,low
My issue hasn’t been resolved for over a month. I need immediate assistance. It's very urgent.,Customer Support,high
Faced an issue: I can’t update the app from the store.,App Bug,high
Having trouble because i keep getting logged out every few minutes. kindly look into it soon.,Login Trouble,high
It seems like this is urgent. my profile details got changed without my knowledge. please resolve this asap.,Account Issue,high
"Every time I open the application, it crashes unexpectedly. I need immediate assistance. It's very urgent.",Technical Issue,high
Having trouble because there are unauthorized activities showing up in my account.,Account Issue,medium
The resolution time is way too long for such a basic issue. Kindly look into it soon.,Service Issue,medium
Technical support hasn’t resolved my issue after multiple attempts. I need immediate assistance. It's very urgent. It's quite frustrating.,Technical Issue,high
I’ve submitted multiple tickets but no one responds. Kindly look into it soon. It's quite frustrating.,Customer Support,high
"Every time I open the app, it crashes unexpectedly. I need immediate assistance. It's very urgent. It's quite frustrating.",Technical Issue,low
"It seems like every time i reach out, i get a different answer. i need immediate assistance. it's very urgent.",Service Issue,high
Some buttons don’t respond when tapped. Kindly look into it soon.,App Bug,low
I keep getting logged out every few minutes. I need immediate assistance. It's very urgent.,Login Trouble,medium
This is urgent. The login page won’t load at all. Please resolve this ASAP.,Login Trouble,high
Faced an issue: This is urgent. My package is marked as shipped but hasn’t arrived for over a week. Please resolve this ASAP.,Delivery Delay,high
The delivery was promised within 3 days but it's been over a week. Kindly look into it soon.,Delivery Delay,medium
This is not the product I paid for. It's quite frustrating.,Wrong Item,low
"Instead of a phone, I got a pair of headphones. I need immediate assistance. It's very urgent.",Wrong Item,low
It seems like my profile details got changed without my knowledge.,Account Issue,low
I reset my password but still can’t access my account. Kindly look into it soon.,Login Trouble,low
It seems like my profile details got changed without my knowledge.,Account Issue,low
I'm facing constant glitches while navigating the dashboard. Kindly look into it soon.,Technical Issue,medium
"Every time I reach out, I get a different answer.",Service Issue,high
Faced an issue: I had to wait for 40 minutes to talk to someone. I need immediate assistance. It's very urgent.,Service Issue,medium
I can’t update the application from the store. Kindly look into it soon.,App Bug,high
My two-factor authentication code never arrives. I need immediate assistance. It's very urgent. It's quite frustrating.,Login Trouble,medium
